Date,Product,Category,Region,Sales,Revenue,Margin (%),Channel
2024-08-29,Buty sportowe,Odzież,Polska,20,16023.76,24.7,Sklep Stacjonarny
2024-01-23,Słuchawki Sony,Elektronika,Hiszpania,3,6956.31,21.5,Sklep Stacjonarny
2024-10-27,Mikrofalówka Sharp,AGD,Hiszpania,26,61663.72,11.77,Sklep Online
2024-01-19,Zmywarka Bosch,AGD,Hiszpania,6,12919.94,8.68,Partner B2B
2024-04-16,Lodówka Samsung,AGD,Hiszpania,21,61801.8,10.96,Partner B2B
2024-02-20,iPhone 14,Elektronika,Hiszpania,3,3087.34,24.21,Sklep Online
2024-02-17,Słuchawki Sony,Elektronika,Francja,42,15055.25,26.33,Sklep Stacjonarny
2024-07-26,iPhone 14,Elektronika,Włochy,14,2315.91,26.85,Sklep Online
2024-05-17,Mikrofalówka Sharp,AGD,Włochy,41,60763.73,20.27,Sklep Stacjonarny
2024-01-01,Samsung Galaxy S22,Elektronika,Hiszpania,18,30741.79,8.9,Sklep Stacjonarny
2024-03-26,T-shirt basic,Odzież,Włochy,27,68377.22,20.31,Sklep Online
2024-11-01,Zmywarka Bosch,AGD,Włochy,35,24298.28,17.28,Partner B2B
2024-01-27,Zmywarka Bosch,AGD,Niemcy,6,15741.86,9.05,Partner B2B
2024-02-03,Zmywarka Bosch,AGD,Hiszpania,17,6891.96,22.92,Sklep Online
2024-10-18,Zmywarka Bosch,AGD,Niemcy,36,26524.05,6.26,Sklep Online
2024-03-16,Zmywarka Bosch,AGD,Włochy,28,57489.99,10.09,Sklep Stacjonarny
2024-12-18,T-shirt basic,Odzież,Włochy,46,90211.39,22.85,Sklep Stacjonarny
2024-06-21,Słuchawki Sony,Elektronika,Hiszpania,14,5239.35,20.02,Sklep Stacjonarny
2024-10-13,Mikrofalówka Sharp,AGD,Hiszpania,32,46711.45,10.3,Sklep Stacjonarny
2024-08-06,Mikrofalówka Sharp,AGD,Niemcy,6,17237.02,17.19,Partner B2B
2024-09-26,Słuchawki Sony,Elektronika,Polska,50,104339.16,7.8,Sklep Stacjonarny
2024-01-26,iPhone 14,Elektronika,Polska,29,62295.56,7.2,Partner B2B
2024-07-13,Lodówka Samsung,AGD,Niemcy,23,53318.74,27.72,Sklep Stacjonarny
2024-08-31,Samsung Galaxy S22,Elektronika,Włochy,46,87485.0,8.43,Sklep Online
2024-06-17,Pralka LG,AGD,Włochy,36,4574.8,22.88,Partner B2B
2024-04-07,T-shirt basic,Odzież,Niemcy,41,21300.91,25.06,Sklep Online
2024-03-10,MacBook Pro,Elektronika,Niemcy,13,21753.56,11.26,Sklep Stacjonarny
2024-10-14,iPhone 14,Elektronika,Francja,21,58974.57,28.75,Sklep Online
2024-09-04,Mikrofalówka Sharp,AGD,Niemcy,47,81356.05,24.47,Sklep Stacjonarny
2024-11-27,MacBook Pro,Elektronika,Włochy,4,10531.99,28.59,Partner B2B
2024-09-07,Mikrofalówka Sharp,AGD,Włochy,46,71565.47,17.31,Partner B2B
2024-05-11,Pralka LG,AGD,Hiszpania,25,5901.34,22.9,Sklep Stacjonarny
2024-05-14,iPhone 14,Elektronika,Hiszpania,46,30410.58,16.42,Partner B2B
2024-01-27,Buty sportowe,Odzież,Polska,38,106324.48,16.33,Partner B2B
2024-12-30,Samsung Galaxy S22,Elektronika,Włochy,7,7715.11,16.84,Sklep Online
2024-08-23,Słuchawki Sony,Elektronika,Polska,21,49180.43,16.6,Partner B2B
2024-01-05,iPhone 14,Elektronika,Polska,43,60213.72,24.83,Partner B2B
2024-05-19,Kurtka zimowa,Odzież,Polska,26,53219.39,10.4,Sklep Online
2024-05-01,Słuchawki Sony,Elektronika,Niemcy,42,83774.95,14.88,Partner B2B
2024-02-03,MacBook Pro,Elektronika,Hiszpania,41,78549.8,12.29,Partner B2B
2024-05-02,Zmywarka Bosch,AGD,Włochy,11,1826.16,7.16,Partner B2B
2024-09-10,Tablet Lenovo,Elektronika,Francja,1,2736.66,25.76,Sklep Online
2024-12-19,Tablet Lenovo,Elektronika,Polska,34,19114.73,29.69,Partner B2B
2024-01-01,Samsung Galaxy S22,Elektronika,Niemcy,6,11500.6,8.76,Sklep Stacjonarny
2024-06-11,iPhone 14,Elektronika,Hiszpania,13,19728.5,13.17,Sklep Online
2024-09-08,Kurtka zimowa,Odzież,Polska,30,12569.69,28.67,Sklep Online
2024-10-31,Spodnie jeans,Odzież,Hiszpania,10,19961.01,12.68,Partner B2B
2024-05-12,T-shirt basic,Odzież,Niemcy,44,67572.87,7.82,Partner B2B
2024-12-13,Słuchawki Sony,Elektronika,Polska,21,41489.79,26.02,Sklep Online
2024-04-05,T-shirt basic,Odzież,Hiszpania,36,24783.17,14.55,Sklep Stacjonarny
2024-07-12,Zmywarka Bosch,AGD,Polska,34,24055.81,16.58,Sklep Online
2024-02-24,T-shirt basic,Odzież,Włochy,38,49860.18,8.2,Partner B2B
2024-08-11,Tablet Lenovo,Elektronika,Niemcy,48,24240.15,5.01,Sklep Stacjonarny
2024-02-07,Słuchawki Sony,Elektronika,Włochy,19,37378.17,20.7,Sklep Online
2024-08-04,Mikrofalówka Sharp,AGD,Francja,41,43550.89,29.34,Sklep Stacjonarny
2024-03-10,Kurtka zimowa,Odzież,Niemcy,19,37781.37,29.81,Sklep Stacjonarny
2024-01-05,MacBook Pro,Elektronika,Francja,20,33419.93,7.17,Sklep Stacjonarny
2024-08-29,Buty sportowe,Odzież,Niemcy,39,50152.69,10.09,Sklep Online
2024-09-01,Tablet Lenovo,Elektronika,Włochy,8,23995.58,5.69,Partner B2B
2024-07-25,Samsung Galaxy S22,Elektronika,Francja,41,17537.63,18.34,Sklep Online
2024-04-14,Pralka LG,AGD,Niemcy,20,30729.2,26.87,Sklep Stacjonarny
2024-03-27,Spodnie jeans,Odzież,Polska,47,43003.37,6.49,Partner B2B
2024-04-11,Lodówka Samsung,AGD,Polska,47,16498.33,26.63,Partner B2B
2024-07-08,Słuchawki Sony,Elektronika,Polska,48,50015.04,25.74,Sklep Online
2024-05-25,Samsung Galaxy S22,Elektronika,Polska,15,20993.88,18.15,Sklep Stacjonarny
2024-10-12,Mikrofalówka Sharp,AGD,Niemcy,46,62642.12,6.48,Partner B2B
2024-11-17,Pralka LG,AGD,Polska,34,39830.7,17.42,Partner B2B
2024-02-09,Lodówka Samsung,AGD,Niemcy,49,67907.74,25.07,Sklep Online
2024-07-17,iPhone 14,Elektronika,Niemcy,30,12304.35,26.9,Sklep Stacjonarny
2024-02-21,Lodówka Samsung,AGD,Hiszpania,17,29605.09,5.2,Sklep Online
2024-05-13,Pralka LG,AGD,Francja,24,24135.47,15.0,Partner B2B
2024-12-06,iPhone 14,Elektronika,Francja,22,44055.89,5.25,Sklep Stacjonarny
2024-11-03,Buty sportowe,Odzież,Niemcy,39,48953.35,5.78,Sklep Online
2024-09-16,Mikrofalówka Sharp,AGD,Francja,17,30905.99,19.14,Sklep Stacjonarny
2024-05-21,Tablet Lenovo,Elektronika,Polska,27,66219.59,15.02,Sklep Stacjonarny
2024-05-13,Tablet Lenovo,Elektronika,Włochy,42,64521.86,6.58,Sklep Online
2024-11-15,Mikrofalówka Sharp,AGD,Hiszpania,22,46760.79,21.46,Sklep Stacjonarny
2024-07-23,Mikrofalówka Sharp,AGD,Niemcy,37,84219.77,8.43,Partner B2B
2024-04-25,Tablet Lenovo,Elektronika,Francja,12,9408.83,17.68,Sklep Stacjonarny
2024-12-13,Tablet Lenovo,Elektronika,Hiszpania,39,112659.25,25.76,Sklep Online
2024-07-20,Samsung Galaxy S22,Elektronika,Niemcy,24,15030.56,19.71,Partner B2B
2024-11-27,Lodówka Samsung,AGD,Niemcy,7,7580.95,25.58,Sklep Online
2024-01-28,Samsung Galaxy S22,Elektronika,Niemcy,30,65589.25,27.34,Partner B2B
2024-07-03,Lodówka Samsung,AGD,Niemcy,24,48981.76,13.87,Sklep Stacjonarny
2024-11-08,T-shirt basic,Odzież,Włochy,15,24757.49,17.81,Partner B2B
2024-05-06,T-shirt basic,Odzież,Niemcy,27,13228.24,29.05,Sklep Online
2024-08-31,Mikrofalówka Sharp,AGD,Włochy,29,84991.61,25.08,Sklep Stacjonarny
2024-02-02,Buty sportowe,Odzież,Niemcy,44,113393.54,21.99,Sklep Online
2024-09-17,Słuchawki Sony,Elektronika,Francja,2,5869.5,12.03,Partner B2B
2024-10-04,MacBook Pro,Elektronika,Polska,50,16214.84,26.75,Sklep Stacjonarny
2024-09-16,Zmywarka Bosch,AGD,Polska,9,4073.17,27.39,Sklep Online
2024-03-17,Tablet Lenovo,Elektronika,Polska,24,21164.81,23.33,Sklep Online
2024-03-25,Mikrofalówka Sharp,AGD,Włochy,44,49298.38,5.01,Sklep Stacjonarny
2024-06-20,Mikrofalówka Sharp,AGD,Włochy,13,32732.99,28.3,Sklep Stacjonarny
2024-09-25,Słuchawki Sony,Elektronika,Włochy,18,31350.37,23.8,Partner B2B
2024-01-03,Spodnie jeans,Odzież,Polska,41,53959.23,7.29,Partner B2B
2024-12-25,Lodówka Samsung,AGD,Polska,20,4781.16,17.03,Partner B2B
2024-11-10,Lodówka Samsung,AGD,Polska,25,12331.44,27.16,Sklep Stacjonarny
2024-10-28,MacBook Pro,Elektronika,Niemcy,25,11162.2,25.49,Sklep Stacjonarny
2024-10-02,iPhone 14,Elektronika,Niemcy,15,4421.56,28.69,Sklep Online
2024-11-17,Lodówka Samsung,AGD,Hiszpania,20,5750.68,19.36,Partner B2B
2024-05-21,T-shirt basic,Odzież,Włochy,1,1107.96,13.75,Sklep Online
2024-06-09,iPhone 14,Elektronika,Polska,28,7542.73,5.39,Sklep Stacjonarny
2024-07-11,Lodówka Samsung,AGD,Hiszpania,25,44822.27,27.55,Partner B2B
2024-08-24,Kurtka zimowa,Odzież,Francja,49,100704.34,8.01,Partner B2B
2024-12-10,Kurtka zimowa,Odzież,Niemcy,48,85812.7,10.11,Sklep Stacjonarny
2024-02-12,Lodówka Samsung,AGD,Hiszpania,7,2108.35,19.18,Sklep Online
2024-10-04,Samsung Galaxy S22,Elektronika,Włochy,10,24957.58,11.44,Sklep Stacjonarny
2024-10-31,MacBook Pro,Elektronika,Hiszpania,33,35489.28,14.87,Sklep Online
2024-02-07,Lodówka Samsung,AGD,Polska,41,36808.73,11.43,Partner B2B
2024-09-07,Słuchawki Sony,Elektronika,Włochy,35,34157.25,8.62,Sklep Stacjonarny
2024-03-06,Kurtka zimowa,Odzież,Francja,18,47877.48,11.2,Sklep Stacjonarny
2024-12-05,MacBook Pro,Elektronika,Hiszpania,18,43924.14,26.78,Sklep Stacjonarny
2024-07-19,Lodówka Samsung,AGD,Niemcy,12,14090.36,29.5,Sklep Stacjonarny
2024-01-21,Spodnie jeans,Odzież,Francja,42,97947.95,15.03,Sklep Stacjonarny
2024-08-20,Buty sportowe,Odzież,Polska,23,12927.15,28.12,Partner B2B
2024-12-02,Tablet Lenovo,Elektronika,Hiszpania,26,32856.86,9.35,Sklep Stacjonarny
2024-10-31,Mikrofalówka Sharp,AGD,Francja,10,20530.32,10.1,Partner B2B
2024-03-23,Lodówka Samsung,AGD,Włochy,23,44165.97,22.79,Sklep Stacjonarny
2024-09-16,Zmywarka Bosch,AGD,Włochy,2,1124.97,22.0,Sklep Online
2024-08-16,Lodówka Samsung,AGD,Niemcy,45,55525.4,15.33,Sklep Stacjonarny
2024-06-20,Kurtka zimowa,Odzież,Niemcy,22,61870.56,29.85,Partner B2B
2024-12-06,T-shirt basic,Odzież,Niemcy,27,61228.5,23.05,Partner B2B
2024-09-02,Tablet Lenovo,Elektronika,Polska,50,116583.05,20.8,Partner B2B
2024-12-11,Słuchawki Sony,Elektronika,Polska,13,38466.42,17.61,Sklep Online
2024-05-04,Lodówka Samsung,AGD,Niemcy,12,34027.12,17.71,Partner B2B
2024-07-16,Spodnie jeans,Odzież,Włochy,9,3025.1,15.07,Partner B2B
2024-01-13,Słuchawki Sony,Elektronika,Hiszpania,29,69990.64,22.92,Sklep Stacjonarny
2024-06-06,MacBook Pro,Elektronika,Polska,25,22175.28,19.14,Sklep Stacjonarny
2024-07-12,T-shirt basic,Odzież,Hiszpania,3,2671.83,7.61,Partner B2B
2024-07-22,iPhone 14,Elektronika,Hiszpania,49,117065.92,9.35,Sklep Stacjonarny
2024-06-30,Zmywarka Bosch,AGD,Włochy,50,51628.94,8.87,Partner B2B
2024-03-10,Tablet Lenovo,Elektronika,Włochy,19,2384.64,26.65,Sklep Online
2024-04-16,Mikrofalówka Sharp,AGD,Polska,8,7943.56,19.06,Sklep Stacjonarny
2024-05-15,Pralka LG,AGD,Francja,24,3276.16,21.55,Sklep Stacjonarny
2024-04-13,T-shirt basic,Odzież,Hiszpania,45,33743.7,26.84,Partner B2B
2024-04-09,iPhone 14,Elektronika,Francja,1,2190.82,10.35,Sklep Online
2024-03-16,Pralka LG,AGD,Polska,22,42730.49,26.91,Sklep Online
2024-10-10,Buty sportowe,Odzież,Francja,35,102972.22,28.82,Sklep Online
2024-07-18,Buty sportowe,Odzież,Włochy,18,49592.67,6.14,Sklep Online
2024-10-05,Kurtka zimowa,Odzież,Niemcy,37,67737.81,7.55,Sklep Stacjonarny
2024-08-03,Kurtka zimowa,Odzież,Francja,14,41271.07,13.85,Partner B2B
2024-03-28,Samsung Galaxy S22,Elektronika,Polska,27,5610.56,14.34,Sklep Online
2024-12-06,Lodówka Samsung,AGD,Hiszpania,33,77826.37,8.84,Partner B2B
2024-11-22,Kurtka zimowa,Odzież,Polska,39,28283.55,21.81,Sklep Stacjonarny
2024-05-18,Lodówka Samsung,AGD,Francja,2,3922.72,27.74,Sklep Stacjonarny
2024-10-24,Kurtka zimowa,Odzież,Niemcy,47,83201.98,18.89,Sklep Online
2024-12-13,Tablet Lenovo,Elektronika,Francja,23,18614.23,6.12,Partner B2B
2024-02-05,Buty sportowe,Odzież,Francja,38,11566.49,28.78,Partner B2B
2024-03-06,Lodówka Samsung,AGD,Włochy,28,67414.31,25.01,Sklep Online
2024-05-09,Tablet Lenovo,Elektronika,Włochy,16,20618.89,5.15,Sklep Online
2024-09-11,Tablet Lenovo,Elektronika,Francja,36,74161.02,9.16,Partner B2B
2024-09-11,Lodówka Samsung,AGD,Hiszpania,44,109308.67,24.9,Sklep Stacjonarny
2024-12-02,Lodówka Samsung,AGD,Polska,14,36730.68,13.89,Partner B2B
2024-11-18,iPhone 14,Elektronika,Niemcy,37,96267.97,12.16,Sklep Online
2024-07-21,Pralka LG,AGD,Włochy,37,79889.2,27.28,Sklep Online
2024-02-14,Samsung Galaxy S22,Elektronika,Niemcy,37,9324.15,26.03,Sklep Stacjonarny
2024-11-06,iPhone 14,Elektronika,Francja,5,1598.97,18.49,Sklep Stacjonarny
2024-09-12,Buty sportowe,Odzież,Francja,44,71448.22,23.72,Sklep Online
2024-09-13,Słuchawki Sony,Elektronika,Polska,5,3021.95,23.31,Sklep Stacjonarny
2024-02-06,Lodówka Samsung,AGD,Hiszpania,42,76506.85,29.91,Sklep Online
2024-08-17,Lodówka Samsung,AGD,Włochy,18,11780.36,28.57,Sklep Online
2024-02-16,MacBook Pro,Elektronika,Niemcy,27,9909.7,19.96,Sklep Online
2024-02-28,T-shirt basic,Odzież,Polska,24,2656.24,10.75,Sklep Stacjonarny
2024-01-24,Zmywarka Bosch,AGD,Włochy,42,39703.16,14.47,Sklep Online
2024-05-15,Kurtka zimowa,Odzież,Hiszpania,14,14302.59,17.19,Sklep Stacjonarny
2024-07-21,T-shirt basic,Odzież,Włochy,29,85315.62,17.0,Sklep Online
2024-02-27,Słuchawki Sony,Elektronika,Włochy,12,11023.2,20.66,Partner B2B
2024-08-12,Buty sportowe,Odzież,Niemcy,12,34226.18,17.28,Sklep Stacjonarny
2024-01-18,iPhone 14,Elektronika,Hiszpania,32,4111.65,26.58,Partner B2B
2024-11-06,Mikrofalówka Sharp,AGD,Polska,36,27474.66,16.63,Sklep Stacjonarny
2024-11-28,Lodówka Samsung,AGD,Hiszpania,21,13259.49,18.28,Sklep Online
2024-11-12,Mikrofalówka Sharp,AGD,Francja,20,56293.31,14.57,Sklep Stacjonarny
2024-12-21,Słuchawki Sony,Elektronika,Włochy,28,83781.97,8.97,Partner B2B
2024-03-10,Tablet Lenovo,Elektronika,Hiszpania,4,1663.34,27.46,Sklep Stacjonarny
2024-06-02,T-shirt basic,Odzież,Francja,33,65006.92,11.61,Sklep Online
2024-11-25,Buty sportowe,Odzież,Włochy,1,353.19,15.45,Sklep Stacjonarny
2024-11-18,Lodówka Samsung,AGD,Niemcy,21,61235.05,8.91,Sklep Online
2024-06-17,Kurtka zimowa,Odzież,Francja,10,11889.99,5.84,Sklep Stacjonarny
2024-09-21,MacBook Pro,Elektronika,Hiszpania,32,84767.22,28.57,Sklep Stacjonarny
2024-08-28,Lodówka Samsung,AGD,Hiszpania,20,51658.71,24.18,Partner B2B
2024-06-13,Samsung Galaxy S22,Elektronika,Polska,45,74311.07,8.75,Sklep Stacjonarny
2024-11-23,T-shirt basic,Odzież,Francja,12,35468.49,9.81,Sklep Stacjonarny
2024-05-17,Kurtka zimowa,Odzież,Polska,4,8122.05,21.67,Partner B2B
2024-04-19,Spodnie jeans,Odzież,Polska,45,84959.8,10.83,Sklep Stacjonarny
2024-11-22,Tablet Lenovo,Elektronika,Niemcy,36,85980.72,22.33,Sklep Online
2024-10-31,Lodówka Samsung,AGD,Niemcy,36,70950.29,22.58,Partner B2B
2024-11-11,Mikrofalówka Sharp,AGD,Polska,46,114304.48,23.8,Sklep Stacjonarny
2024-03-04,Kurtka zimowa,Odzież,Polska,12,16017.51,25.35,Partner B2B
2024-03-14,T-shirt basic,Odzież,Niemcy,5,362.89,18.14,Sklep Stacjonarny
2024-06-17,Zmywarka Bosch,AGD,Włochy,4,11472.84,12.67,Sklep Online
2024-07-16,MacBook Pro,Elektronika,Polska,1,2678.41,7.48,Sklep Stacjonarny
2024-04-20,Tablet Lenovo,Elektronika,Polska,32,3460.48,8.42,Sklep Stacjonarny
2024-06-11,Samsung Galaxy S22,Elektronika,Francja,46,106331.41,6.53,Sklep Stacjonarny
2024-05-10,iPhone 14,Elektronika,Polska,25,60030.42,24.19,Sklep Online
2024-10-04,Pralka LG,AGD,Francja,18,39838.23,27.46,Sklep Stacjonarny
2024-03-23,Słuchawki Sony,Elektronika,Niemcy,25,13978.3,7.54,Sklep Stacjonarny
2024-06-07,T-shirt basic,Odzież,Francja,1,2999.72,13.74,Partner B2B
2024-05-03,Zmywarka Bosch,AGD,Polska,35,43085.82,9.55,Partner B2B
2024-09-22,iPhone 14,Elektronika,Francja,34,3106.49,28.81,Sklep Stacjonarny
2024-05-13,Lodówka Samsung,AGD,Niemcy,31,15466.14,13.84,Sklep Online
2024-05-30,T-shirt basic,Odzież,Hiszpania,25,44694.83,25.64,Sklep Online
2024-08-06,MacBook Pro,Elektronika,Włochy,12,32142.67,5.22,Sklep Stacjonarny
2024-02-20,Samsung Galaxy S22,Elektronika,Polska,38,74138.48,26.85,Partner B2B
2024-09-10,Mikrofalówka Sharp,AGD,Hiszpania,21,7707.12,10.06,Sklep Online
2024-05-26,Spodnie jeans,Odzież,Włochy,23,16699.32,14.93,Sklep Stacjonarny
2024-08-16,Spodnie jeans,Odzież,Hiszpania,40,91753.35,22.01,Partner B2B
2024-12-24,Kurtka zimowa,Odzież,Włochy,41,5418.32,12.38,Sklep Stacjonarny
2024-06-17,Kurtka zimowa,Odzież,Polska,33,15068.45,18.95,Partner B2B
2024-03-30,T-shirt basic,Odzież,Polska,12,35139.06,23.48,Partner B2B
2024-01-24,Samsung Galaxy S22,Elektronika,Niemcy,29,14305.39,14.6,Sklep Online
2024-08-23,Kurtka zimowa,Odzież,Włochy,8,15301.6,29.9,Sklep Online
2024-11-04,T-shirt basic,Odzież,Hiszpania,18,11000.54,7.94,Sklep Online
2024-08-29,MacBook Pro,Elektronika,Włochy,6,17782.54,21.89,Sklep Online
2024-05-29,Spodnie jeans,Odzież,Francja,11,3855.44,16.56,Sklep Online
2024-06-09,Mikrofalówka Sharp,AGD,Francja,30,77092.3,13.78,Sklep Online
2024-02-19,MacBook Pro,Elektronika,Polska,9,22387.51,23.8,Partner B2B
2024-09-21,Samsung Galaxy S22,Elektronika,Polska,47,46869.54,21.2,Partner B2B
2024-01-18,Kurtka zimowa,Odzież,Hiszpania,13,18316.67,13.31,Sklep Stacjonarny
2024-11-11,Tablet Lenovo,Elektronika,Hiszpania,45,7891.22,16.37,Sklep Online
2024-04-24,Pralka LG,AGD,Niemcy,34,69424.95,25.74,Sklep Stacjonarny
2024-10-22,T-shirt basic,Odzież,Francja,49,135446.36,13.31,Sklep Stacjonarny
2024-02-10,Słuchawki Sony,Elektronika,Włochy,40,47428.72,19.71,Partner B2B
2024-05-19,Lodówka Samsung,AGD,Włochy,15,4982.44,21.51,Partner B2B
2024-02-14,iPhone 14,Elektronika,Hiszpania,15,22750.31,22.84,Partner B2B
2024-08-04,Lodówka Samsung,AGD,Polska,29,23096.12,21.0,Sklep Stacjonarny
2024-08-08,iPhone 14,Elektronika,Francja,20,51451.87,19.61,Sklep Online
2024-01-24,Kurtka zimowa,Odzież,Niemcy,4,522.49,21.39,Partner B2B
2024-12-05,Lodówka Samsung,AGD,Włochy,10,4859.9,18.37,Sklep Stacjonarny
2024-07-08,Buty sportowe,Odzież,Niemcy,44,95413.4,29.75,Partner B2B
2024-10-04,Samsung Galaxy S22,Elektronika,Hiszpania,24,32014.56,13.49,Sklep Online
2024-11-23,Tablet Lenovo,Elektronika,Niemcy,10,5731.36,29.8,Sklep Stacjonarny
2024-01-02,iPhone 14,Elektronika,Polska,35,102153.76,29.39,Sklep Online
2024-01-27,Mikrofalówka Sharp,AGD,Niemcy,1,2986.18,8.06,Sklep Online
2024-09-12,Lodówka Samsung,AGD,Niemcy,3,6767.37,7.28,Sklep Stacjonarny
2024-02-12,Lodówka Samsung,AGD,Niemcy,20,36319.46,15.32,Sklep Stacjonarny
2024-07-23,Lodówka Samsung,AGD,Włochy,49,114550.13,12.52,Sklep Online
2024-04-02,MacBook Pro,Elektronika,Włochy,28,51617.61,17.22,Sklep Online
2024-09-25,Lodówka Samsung,AGD,Hiszpania,12,16148.65,12.44,Partner B2B
2024-10-14,T-shirt basic,Odzież,Niemcy,49,54603.78,29.72,Partner B2B
2024-08-31,Słuchawki Sony,Elektronika,Polska,26,57605.91,13.91,Sklep Online
2024-06-28,Tablet Lenovo,Elektronika,Włochy,9,1660.33,24.81,Sklep Online
2024-01-18,MacBook Pro,Elektronika,Polska,27,59393.86,7.95,Sklep Stacjonarny
2024-05-16,Lodówka Samsung,AGD,Polska,28,63912.05,25.34,Sklep Stacjonarny
2024-12-15,Tablet Lenovo,Elektronika,Włochy,14,10192.55,12.72,Sklep Online
2024-09-11,Zmywarka Bosch,AGD,Francja,8,17955.97,9.06,Sklep Online
2024-10-31,Lodówka Samsung,AGD,Hiszpania,33,47735.9,21.08,Partner B2B
2024-05-01,Mikrofalówka Sharp,AGD,Włochy,1,644.72,25.66,Partner B2B
2024-01-25,Lodówka Samsung,AGD,Niemcy,29,6444.98,13.95,Sklep Stacjonarny
2024-06-25,Zmywarka Bosch,AGD,Niemcy,28,37542.45,28.44,Sklep Stacjonarny
2024-12-01,T-shirt basic,Odzież,Niemcy,14,37082.32,18.47,Sklep Online
2024-03-27,MacBook Pro,Elektronika,Polska,12,34086.78,12.9,Sklep Online
2024-11-28,Lodówka Samsung,AGD,Francja,20,9282.63,10.78,Sklep Online
2024-02-18,Słuchawki Sony,Elektronika,Francja,5,11072.62,28.82,Sklep Stacjonarny
2024-07-29,Mikrofalówka Sharp,AGD,Hiszpania,2,1664.68,8.75,Sklep Stacjonarny
2024-04-22,Zmywarka Bosch,AGD,Polska,19,18944.14,10.15,Sklep Online
2024-12-01,Samsung Galaxy S22,Elektronika,Francja,3,3222.88,28.7,Sklep Online
2024-06-09,Zmywarka Bosch,AGD,Niemcy,8,12639.01,5.51,Partner B2B
2024-09-12,Lodówka Samsung,AGD,Francja,37,41606.77,22.53,Partner B2B
2024-08-24,Tablet Lenovo,Elektronika,Niemcy,12,9796.71,9.46,Sklep Online
2024-09-12,Słuchawki Sony,Elektronika,Włochy,6,3340.14,10.56,Sklep Online
2024-03-23,Buty sportowe,Odzież,Hiszpania,39,60477.04,16.26,Sklep Online
2024-09-30,Lodówka Samsung,AGD,Francja,37,8358.89,9.58,Sklep Stacjonarny
2024-01-28,Słuchawki Sony,Elektronika,Niemcy,13,2210.74,22.63,Sklep Online
2024-04-28,iPhone 14,Elektronika,Francja,13,13748.59,25.64,Partner B2B
2024-11-12,MacBook Pro,Elektronika,Hiszpania,23,48396.46,7.39,Sklep Online
2024-05-16,iPhone 14,Elektronika,Włochy,16,13841.61,16.98,Partner B2B
2024-11-08,Buty sportowe,Odzież,Polska,32,83602.51,17.97,Partner B2B
2024-01-13,Buty sportowe,Odzież,Niemcy,20,49381.79,8.07,Sklep Online
2024-08-18,Zmywarka Bosch,AGD,Hiszpania,31,30255.96,8.89,Partner B2B
2024-08-27,Buty sportowe,Odzież,Włochy,19,5409.0,6.47,Sklep Online
2024-12-26,Lodówka Samsung,AGD,Francja,26,10568.82,16.91,Sklep Stacjonarny
2024-08-08,MacBook Pro,Elektronika,Hiszpania,5,7460.91,29.51,Sklep Stacjonarny
2024-02-15,Pralka LG,AGD,Niemcy,6,12221.79,8.49,Partner B2B
2024-06-26,Słuchawki Sony,Elektronika,Niemcy,17,3724.6,21.71,Sklep Stacjonarny
2024-04-07,Spodnie jeans,Odzież,Polska,17,28835.1,25.07,Sklep Stacjonarny
2024-09-08,MacBook Pro,Elektronika,Niemcy,30,44282.75,24.46,Sklep Online
2024-04-23,Mikrofalówka Sharp,AGD,Francja,41,81933.27,7.79,Sklep Stacjonarny
2024-07-25,T-shirt basic,Odzież,Niemcy,8,4323.66,22.12,Partner B2B
2024-10-17,Buty sportowe,Odzież,Francja,22,50962.98,23.72,Sklep Online
2024-10-11,Zmywarka Bosch,AGD,Polska,17,9754.58,18.39,Sklep Stacjonarny
2024-11-17,MacBook Pro,Elektronika,Hiszpania,17,12252.95,12.57,Sklep Stacjonarny
2024-09-02,Samsung Galaxy S22,Elektronika,Francja,4,4972.32,25.81,Partner B2B
2024-07-05,T-shirt basic,Odzież,Hiszpania,48,14063.31,19.82,Partner B2B
2024-09-28,Pralka LG,AGD,Niemcy,30,86023.72,7.65,Sklep Online
2024-03-07,Tablet Lenovo,Elektronika,Włochy,35,98375.22,20.71,Sklep Online
2024-10-14,Kurtka zimowa,Odzież,Hiszpania,39,12174.64,6.79,Sklep Online
2024-02-02,Buty sportowe,Odzież,Włochy,43,11603.0,17.33,Sklep Online
2024-01-25,Samsung Galaxy S22,Elektronika,Polska,16,14009.05,16.83,Partner B2B
2024-06-17,Spodnie jeans,Odzież,Włochy,31,44774.97,29.64,Sklep Online
2024-05-05,Zmywarka Bosch,AGD,Francja,48,80424.72,5.52,Partner B2B
2024-04-19,Słuchawki Sony,Elektronika,Hiszpania,18,6484.85,13.93,Sklep Stacjonarny
2024-04-18,Tablet Lenovo,Elektronika,Włochy,29,37796.95,6.98,Partner B2B
2024-02-22,T-shirt basic,Odzież,Włochy,4,3553.67,11.86,Sklep Online
2024-12-18,Pralka LG,AGD,Niemcy,40,24548.46,23.04,Sklep Stacjonarny
2024-07-25,Lodówka Samsung,AGD,Francja,49,67161.57,17.12,Sklep Online
2024-03-13,Słuchawki Sony,Elektronika,Włochy,29,3307.53,28.75,Partner B2B
2024-07-21,MacBook Pro,Elektronika,Hiszpania,30,12928.08,27.92,Sklep Online
2024-12-30,MacBook Pro,Elektronika,Francja,48,50533.78,16.85,Sklep Stacjonarny
